comment,label,processed_comment
"Món ăn này dở ẹc, không đáng thử!",negative,món ăn dở_ẹc không đáng thử
"Video dạy vẽ này bạn khen, để xem thử.",neutral,video dạy vẽ bạn khen để xem thử
"Nhạc EDM này bùng nổ, nghe muốn quẩy luôn!",positive,nhạc edm bùng_nổ nghe muốn quẩy luôn
"Điện thoại này nóng máy, dùng khó chịu!",negative,điện_thoại nóng máy dùng khó_chịu
"Áo sơ mi này giá ổn, chưa biết chất vải sao.",neutral,áo sơ_mi giá ổn chưa biết chất vải sao
"Clip du lịch biển này đẹp, xem muốn đi ngay!",positive,clip du_lịch biển đẹp xem muốn đi ngay
"Dịch vụ sửa điện thoại này tệ, làm xong hỏng thêm!",negative,dịch_vụ sửa điện_thoại tệ làm xong hỏng thêm
"Món tráng miệng này nhìn ngon, chưa biết vị.",neutral,món tráng miệng nhìn ngon chưa biết vị
"Video review laptop này hay, muốn mua thử!",positive,video review laptop hay muốn mua thử
"Giày này lỏng gót, đi không thoải mái!",negative,giày lỏng_gót đi không thoải_mái
"Khách sạn này nghe nói xịn, để đặt thử.",neutral,khách_sạn nghe nói xịn để đặt thử
"Game đua thuyền này đỉnh, chơi mà phấn khích!",positive,game đua thuyền đỉnh chơi mà phấn_khích
"Món bún này nhạt, không đúng chuẩn!",negative,món bún nhạt không đúng chuẩn
"Video dạy yoga này bạn recommend, để tập thử.",neutral,video dạy yoga bạn recommend để tập thử
"Nhạc ballad này sâu lắng, nghe mà thấm!",positive,nhạc ballad sâu lắng_nghe mà thấm
"Máy ảnh này chụp mờ, không đáng tiền!",negative,máy_ảnh chụp mờ không đáng tiền
"Quán trà này nghe nói chill, để ghé xem.",neutral,quán trà nghe nói chill để ghé xem
"Clip review tai nghe này chi tiết, muốn mua luôn!",positive,clip review tai nghe chi_tiết muốn mua luôn
"Dịch vụ ship đồ này tệ, giao trễ liên tục!",negative,dịch_vụ ship_đồ tệ giao_trễ liên_tục
"Món phở này giá cao, chưa biết ngon không.",neutral,món phở giá cao chưa biết ngon không
"Game phiêu lưu này đỉnh, chơi quên cả giờ!",positive,game phiêu_lưu đỉnh chơi quên cả giờ
"Son này khô môi, dùng không thích!",negative,son khô môi dùng không thích
"Video dạy nấu ăn này hay, để thử làm.",neutral,video dạy nấu_ăn hay để thử làm
"Nhạc live này đỉnh, nghe nổi da gà!",positive,nhạc live đỉnh nghe nổi da gà
"Máy lọc nước này ồn, dùng khó chịu!",negative,máy lọc nước ồn_dùng khó_chịu
"Áo khoác này kiểu đẹp, chưa biết ấm không.",neutral,áo_khoác kiểu đẹp chưa biết ấm không
"Clip review game này cuốn, muốn chơi ngay!",positive,clip review game cuốn muốn chơi ngay
"Video review điện thoại này đỉnh, muốn mua ngay!",positive,video review điện_thoại đỉnh muốn mua ngay
"Món gà rán này dở, dầu mỡ kinh khủng!",negative,món gà rán dở_dầu mỡ kinh_khủng
"Quần này kiểu đẹp, chưa biết mặc lên sao.",neutral,quần kiểu đẹp chưa biết mặc lên sao
"Clip du lịch núi này đẹp, xem muốn đi khám phá!",positive,clip du_lịch núi đẹp xem muốn đi khám_phá
"Laptop này lag liên tục, mua về thất vọng!",negative,laptop lag liên_tục mua về thất_vọng
"Trận tennis này căng thẳng, chưa biết ai thắng.",neutral,trận tennis căng_thẳng chưa biết ai thắng
"Công thức làm bánh trong clip ngon, làm ra tuyệt!",positive,công_thức làm bánh trong clip ngon làm ra tuyệt
"Túi xách này xấu, không đáng đồng tiền!",negative,túi_xách xấu không đáng đồng_tiền
"Resort này nghe nói sang, để đặt thử xem.",neutral,resort nghe nói sang để đặt thử xem
"App học toán này hay, giải bài nhanh chóng!",positive,app học_toán hay giải bài nhanh_chóng
"Món lẩu này nhạt, không đúng vị!",negative,món lẩu nhạt không đúng vị
"Video tập thể dục này hơi khó, chưa biết làm được không.Concurrent",neutral,video tập_thể_dục hơi khó chưa biết làm khôngconcurrent
"Phim tài liệu này hay, xem mở mang kiến thức!",positive,phim_tài_liệu hay xem mở_mang kiến_thức
"Dịch vụ sửa laptop này tệ, làm xong hỏng thêm!",negative,dịch_vụ sửa_laptop tệ làm xong hỏng thêm
"Kem này màu đẹp, chưa biết dùng có tốt không.",neutral,kem màu đẹp chưa biết dùng tốt không
"Clip dạy hát này đỉnh, giọng hay hơn hẳn!",positive,clip dạy hát đỉnh giọng hay hơn hẳn
"Đồ ăn giao trễ, lạnh ngắt luôn!",negative,đồ_ăn giao_trễ lạnh_ngắt luôn
"Game đua xe này mới ra, chưa biết có hay không.",neutral,game đua xe mới ra chưa biết hay không
"Video nhạc chill này đỉnh, nghe thư giãn lắm!",positive,video nhạc chill đỉnh nghe thư_giãn lắm
"Loa này âm thanh rè, phí tiền mua!",negative,loa âm_thanh rè_phí tiền mua
"Quán bar này nghe nói xịn, để ghé thử.",neutral,quán bar nghe nói xịn để ghé thử
"Clip làm đồ thủ công này sáng tạo, thích ghê!",positive,clip làm đồ thủ_công sáng_tạo thích ghê
"Áo len này mỏng, không ấm chút nào!",negative,áo len mỏng không ấm chút nào
"Chuyến bay này giá rẻ, chưa rõ dịch vụ sao.",neutral,chuyến bay giá rẻ chưa rõ dịch_vụ sao
"Trận bóng chuyền này đỉnh, xem mà phấn khích!",positive,trận bóng_chuyền đỉnh xem mà phấn_khích
"Dịch vụ massage này tệ, nhân viên không nhiệt tình!",negative,dịch_vụ massage tệ nhân_viên không nhiệt_tình
"Món mì này nhìn ngon, chưa biết vị ra sao.",neutral,món mì nhìn ngon chưa biết vị ra sao
"Video review truyện này hay, muốn đọc ngay!",positive,video review_truyện hay muốn đọc ngay
"Đồng hồ này chạy chậm, chất lượng kém!",negative,đồng_hồ chạy chậm chất_lượng kém
"Khóa học lập trình này nghe nói tốt, để thử xem.",neutral,khóa học lập_trình nghe nói tốt để thử xem
"Clip tập nhảy này vui, tập theo thấy khỏe!",positive,clip tập_nhảy vui_tập theo thấy khỏe
"Món kem này ngọt quá, ăn không nổi!",negative,món kem ngọt quá ăn_không nổi
"Giày này thiết kế đẹp, chưa biết đi có êm không.",neutral,giày thiết_kế đẹp chưa biết đi êm không
"Video phỏng vấn ca sĩ này thú vị, nghe cuốn!",positive,video phỏng_vấn ca_sĩ thú_vị nghe cuốn
"Dịch vụ giặt thảm này tệ, làm xong vẫn bẩn!",negative,dịch_vụ giặt_thảm tệ làm xong vẫn bẩn
"Món bò này giá cao, chưa biết có ngon không.",neutral,món bò giá cao chưa biết ngon không
"Game sinh tồn này đỉnh, chơi mà hồi hộp!",positive,game sinh_tồn đỉnh chơi mà hồi_hộp
"Quần jeans này rách nhanh, không bền chút nào!",negative,quần_jeans rách nhanh không bền_chút nào
"Clip dạy chụp ảnh này hay, để áp dụng thử.",neutral,clip dạy chụp ảnh hay để áp_dụng thử
"Nhạc remix này đỉnh, nghe muốn nhảy luôn!",positive,nhạc remix đỉnh nghe muốn nhảy luôn
"Máy hút bụi này yếu, không sạch nổi!",negative,máy hút_bụi yếu không sạch nổi
"Quán phở này bạn khen, để ghé thử xem.",neutral,quán phở bạn khen để ghé thử xem
"Video khám phá hang động này đẹp, xem mê mẩn!",positive,video khám_phá hang_động đẹp xem mê mẩn
"Dịch vụ thuê đồ này tệ, đồ cũ kỹ quá!",negative,dịch_vụ thuê đồ tệ_đồ cũ_kỹ quá
"Món cháo này nghe nói ngon, để thử xem.",neutral,món cháo nghe nói ngon để thử xem
"Clip dạy múa này vui, tập theo thấy thích!",positive,clip dạy múa vui_tập theo thấy thích
"Điện thoại này màn hình mờ, dùng khó chịu!",negative,điện_thoại màn_hình mờ dùng khó_chịu
"Sách này bìa đẹp, chưa biết nội dung thế nào.",neutral,sách bìa đẹp chưa biết nội_dung thế_nào
"Trận đấu võ này đỉnh, xem mà phấn khích!",positive,trận đấu võ đỉnh xem mà phấn_khích
"Món canh này dở, không có vị gì!",negative,món canh dở không vị gì
"Video review son này chi tiết, để thử mua.",neutral,video review_son chi_tiết để thử mua
"Game phiêu lưu này hay, chơi quên cả giờ!",positive,game phiêu_lưu hay chơi quên cả giờ
"Dịch vụ làm móng này tệ, làm xong xấu hơn!",negative,dịch_vụ làm móng tệ làm xong xấu hơn
"Địa điểm cắm trại này nghe nói đẹp, để đi thử.",neutral,địa_điểm cắm trại nghe nói đẹp để đi thử
"Clip dạy làm sushi này chuẩn, làm ra ngon lắm!",positive,clip dạy làm sushi chuẩn làm ra ngon lắm
"Tai nghe này âm thanh nhỏ, chất lượng kém!",negative,tai nghe âm_thanh nhỏ chất_lượng kém
"Váy này giá rẻ, chưa biết mặc có đẹp không.",neutral,váy giá rẻ chưa biết mặc đẹp không
"Video nhạc rap này chất, flow quá đỉnh!",positive,video nhạc rap chất flow quá đỉnh
"Món bún này nguội lạnh, giao hàng quá chậm!",negative,món bún nguội lạnh giao hàng quá chậm
"Khóa học này bạn recommend, để xem thử sao.",neutral,khóa học bạn recommend để xem thử sao
"Clip review máy ảnh này hay, muốn mua luôn!",positive,clip review máy_ảnh hay muốn mua luôn
"Dịch vụ in áo này tệ, màu in phai nhanh!",negative,dịch_vụ in áo tệ màu in phai nhanh
"Món cá này nhìn ngon, chưa biết vị thế nào.",neutral,món cá nhìn ngon chưa biết vị_thế_nào
"Game bắn súng này đỉnh, chơi mà hồi hộp!",positive,game bắn súng đỉnh chơi mà hồi_hộp
"Son này lên màu xấu, không hợp chút nào!",negative,son lên màu xấu không hợp_chút nào
"Video dạy làm đồ uống này hay, để thử làm.",neutral,video dạy làm đồ uống hay để thử làm
"Nhạc live này đỉnh, nghe nổi da gà luôn!",positive,nhạc live đỉnh nghe nổi da_gà luôn
"Máy xay này hỏng nhanh, phí tiền mua!",negative,máy xay hỏng nhanh_phí tiền mua
"Quán này nghe nói đông, để ghé thử xem.",neutral,quán nghe nói đông để ghé thử xem
"Clip review phim này cuốn, muốn xem ngay!",positive,clip review phim cuốn muốn xem ngay
"Dịch vụ giao đồ ăn này tệ, giao trễ liên tục!",negative,dịch_vụ giao đồ_ăn tệ giao_trễ liên_tục
"Đồng hồ này kiểu đẹp, chưa biết chạy ổn không.",neutral,đồng_hồ kiểu đẹp chưa biết chạy ổn không
"Game chiến thuật này hay, chơi cực kỳ cuốn!",positive,game chiến_thuật hay chơi cực_kỳ cuốn
"Món soup này dở, không đáng thử!",negative,món soup dở không đáng thử
"Video dạy vẽ này bạn khen, để xem thử.",neutral,video dạy vẽ bạn khen để xem thử
"Nhạc EDM này bùng nổ, nghe muốn quẩy luôn!",positive,nhạc edm bùng_nổ nghe muốn quẩy luôn
"Điện thoại này nóng máy, dùng khó chịu!",negative,điện_thoại nóng máy dùng khó_chịu
"Áo sơ mi này giá ổn, chưa biết chất vải sao.",neutral,áo sơ_mi giá ổn chưa biết chất vải sao
"Clip du lịch đảo này đẹp, xem muốn đi ngay!",positive,clip du_lịch đảo đẹp xem muốn đi ngay
"Dịch vụ sửa máy tính này tệ, làm xong hỏng thêm!",negative,dịch_vụ sửa máy_tính tệ làm xong hỏng thêm
"Món dessert này nhìn ngon, chưa biết vị.",neutral,món dessert nhìn ngon chưa biết vị
"Video review loa này hay, muốn mua thử!",positive,video review_loa hay muốn mua thử
"Giày này lỏng gót, đi không thoải mái!",negative,giày lỏng_gót đi không thoải_mái
"Khách sạn này nghe nói xịn, để đặt thử.",neutral,khách_sạn nghe nói xịn để đặt thử
"Game đua thuyền này đỉnh, chơi mà phấn khích!",positive,game đua thuyền đỉnh chơi mà phấn_khích
"Món bún này nhạt, không đúng chuẩn!",negative,món bún nhạt không đúng chuẩn
"Video dạy yoga này bạn recommend, để tập thử.",neutral,video dạy yoga bạn recommend để tập thử
"Nhạc ballad này sâu lắng, nghe mà thấm!",positive,nhạc ballad sâu lắng_nghe mà thấm
"Máy ảnh này chụp mờ, không đáng tiền!",negative,máy_ảnh chụp mờ không đáng tiền
"Quán trà này nghe nói chill, để ghé xem.",neutral,quán trà nghe nói chill để ghé xem
"Clip review tai nghe này chi tiết, muốn mua luôn!",positive,clip review tai nghe chi_tiết muốn mua luôn
"Dịch vụ ship đồ này tệ, giao trễ liên tục!",negative,dịch_vụ ship_đồ tệ giao_trễ liên_tục
"Món phở này giá cao, chưa biết ngon không.",neutral,món phở giá cao chưa biết ngon không
"Game phiêu lưu này đỉnh, chơi quên cả giờ!",positive,game phiêu_lưu đỉnh chơi quên cả giờ
"Son này khô môi, dùng không thích!",negative,son khô môi dùng không thích
"Video dạy nấu ăn này hay, để thử làm.",neutral,video dạy nấu_ăn hay để thử làm
"Nhạc live này đỉnh, nghe nổi da gà!",positive,nhạc live đỉnh nghe nổi da gà
"Máy lọc nước này ồn, dùng khó chịu!",negative,máy lọc nước ồn_dùng khó_chịu
"Áo khoác này kiểu đẹp, chưa biết ấm không.",neutral,áo_khoác kiểu đẹp chưa biết ấm không
"Clip review game này cuốn, muốn chơi ngay!",positive,clip review game cuốn muốn chơi ngay
"Video review smartwatch này hay, muốn sắm ngay!",positive,video review smartwatch hay muốn sắm ngay
"Món bò kho này dở, thịt dai nhách!",negative,món bò kho dở_thịt dai_nhách
"Balo này thiết kế đẹp, chưa biết đựng đồ sao.",neutral,balo thiết_kế đẹp chưa biết đựng đồ sao
"Clip khám phá rừng này đẹp, xem muốn đi luôn!",positive,clip khám_phá rừng đẹp xem muốn đi luôn
"Máy tính này treo liên tục, mua về bực mình!",negative,máy_tính treo liên_tục mua về bực_mình
"Trận cầu lông này hấp dẫn, chưa rõ ai thắng.",neutral,trận cầu_lông hấp_dẫn chưa rõ ai thắng
"Công thức pha cà phê trong clip ngon, thử làm đỉnh!",positive,công_thức pha cà_phê trong clip ngon thử làm đỉnh
"Dép này lỏng chân, đi không chắc chắn!",negative,dép lỏng chân đi không chắc_chắn
"Homestay này nghe nói xinh, để đặt thử xem.",neutral,homestay nghe nói xinh để đặt thử xem
"App học tiếng Anh này đỉnh, phát âm chuẩn ghê!",positive,app học tiếng anh đỉnh phát_âm chuẩn ghê
"Món bánh mì này khô khốc, thất vọng quá!",negative,món bánh_mì khô_khốc thất_vọng quá
"Video hướng dẫn chạy bộ này hay, chưa biết áp dụng được không.",neutral,video hướng_dẫn chạy bộ hay chưa biết áp_dụng không
"Phim khoa học này thú vị, xem mở rộng tầm mắt!",positive,phim khoa_học thú_vị xem mở_rộng tầm_mắt
"Dịch vụ sửa ống nước này tệ, làm xong vẫn rò!",negative,dịch_vụ sửa ống nước tệ làm xong vẫn rò
"Nước hoa này mùi lạ, chưa biết có thơm lâu không.",neutral,nước hoa mùi lạ chưa biết thơm lâu không
"Clip dạy chơi guitar này đỉnh, học nhanh lên tay!",positive,clip dạy chơi guitar đỉnh học nhanh lên tay
"Đồ ăn giao muộn, mở ra hỏng hết!",negative,đồ_ăn giao_muộn mở ra hỏng hết
"Game đua ngựa này mới ra, chưa biết có cuốn không.",neutral,game đua ngựa mới ra chưa biết cuốn không
"Video nhạc acoustic này nhẹ, nghe chill ghê!",positive,video nhạc acoustic nhẹ nghe chill ghê
"Micro này thu âm rè, không đáng mua!",negative,micro thu âm_rè không đáng mua
"Quán lẩu này nghe nói ngon, để ghé thử.",neutral,quán lẩu nghe nói ngon để ghé thử
"Clip làm đồ tái chế này sáng tạo, thích quá!",positive,clip làm đồ tái_chế sáng_tạo thích quá
"Khăn choàng này mỏng, không giữ ấm nổi!",negative,khăn choàng mỏng không giữ ấm nổi
"Vé tàu này giá rẻ, chưa rõ dịch vụ thế nào.",neutral,vé tàu giá rẻ chưa rõ dịch_vụ thế_nào
"Trận đua xe này đỉnh, xem mà phấn khích!",positive,trận đua xe đỉnh xem mà phấn_khích
"Dịch vụ chăm sóc thú cưng này tệ, không tận tâm!",negative,dịch_vụ chăm_sóc thú_cưng tệ không tận_tâm
"Món chả cá này nhìn hấp dẫn, chưa biết vị sao.",neutral,món chả cá nhìn hấp_dẫn chưa biết vị sao
"Video review tiểu thuyết này cuốn, muốn đọc liền!",positive,video review tiểu_thuyết cuốn muốn đọc liền
"Chuột máy tính này hỏng nhanh, kém chất lượng!",negative,chuột máy_tính hỏng nhanh kém chất_lượng
"Khóa học thiết kế này nghe nói hay, để thử xem.",neutral,khóa học thiết_kế nghe nói hay để thử xem
"Clip tập aerobic này vui, tập theo khỏe ra!",positive,clip tập aerobic vui_tập theo khỏe ra
"Món sinh tố này nhạt, chẳng có vị gì!",negative,món sinh_tố nhạt chẳng vị gì
"Mũ này kiểu đẹp, chưa biết đội có hợp không.",neutral,mũ kiểu đẹp chưa biết đội hợp không
"Video trò chuyện với nghệ sĩ này thú vị, nghe mê!",positive,video trò_chuyện nghệ_sĩ thú_vị nghe mê
"Dịch vụ vệ sinh nhà này tệ, làm xong vẫn bẩn!",negative,dịch_vụ vệ_sinh nhà tệ làm xong vẫn bẩn
"Món gà này giá đắt, chưa biết có ngon không.",neutral,món gà giá đắt chưa biết ngon không
"Game giải đố này đỉnh, chơi rèn trí não!",positive,game giải_đố đỉnh chơi rèn_trí não
"Vớ này mỏng dính, đi vài hôm là rách!",negative,vớ mỏng dính đi vài hôm rách
"Clip dạy làm đồ trang trí này hay, để thử làm.",neutral,clip dạy làm đồ trang_trí hay để thử làm
"Nhạc pop này bắt tai, nghe muốn hát theo!",positive,nhạc pop bắt_tai nghe muốn hát theo
"Máy in này kẹt giấy hoài, dùng bực mình!",negative,máy_in kẹt giấy hoài dùng bực_mình
"Quán nướng này bạn khen, để ghé thử xem.",neutral,quán nướng bạn khen để ghé thử xem
"Video khám phá sa mạc này đẹp, xem mê hồn!",positive,video khám_phá sa_mạc đẹp xem mê_hồn
"Dịch vụ thuê váy này tệ, váy cũ rách!",negative,dịch_vụ thuê váy tệ_váy cũ rách
"Món hủ tiếu này nghe nói ngon, để thử xem.",neutral,món hủ_tiếu nghe nói ngon để thử xem
"Clip dạy khiêu vũ này vui, tập theo thích ghê!",positive,clip dạy khiêu_vũ vui_tập theo thích ghê
"Máy sấy tóc này yếu, sấy mãi không khô!",negative,máy sấy_tóc yếu_sấy mãi không khô
"Truyện này bìa đẹp, chưa biết nội dung ra sao.",neutral,truyện bìa đẹp chưa biết nội_dung ra sao
"Trận đấu bóng bàn này đỉnh, xem mà hồi hộp!",positive,trận đấu bóng bàn đỉnh xem mà hồi_hộp
"Món xôi này dở, không đúng vị truyền thống!",negative,món xôi dở không đúng vị truyền_thống
"Video review nước hoa này chi tiết, để thử mua.",neutral,video review nước_hoa chi_tiết để thử mua
"Game kinh dị này hay, chơi mà lạnh gáy!",positive,game kinh_dị hay chơi mà lạnh_gáy
"Dịch vụ làm đẹp này tệ, làm xong xấu hơn!",negative,dịch_vụ làm_đẹp tệ làm xong xấu hơn
"Chỗ trượt tuyết này nghe nói đẹp, để đi thử.",neutral,chỗ trượt_tuyết nghe nói đẹp để đi thử
"Clip dạy làm mứt này chuẩn, làm ra ngon tuyệt!",positive,clip dạy làm mứt chuẩn làm ra ngon tuyệt
"Loa bluetooth này pin yếu, dùng chẳng lâu!",negative,loa bluetooth pin_yếu dùng chẳng lâu
"Áo mưa này giá rẻ, chưa biết chống thấm không.",neutral,áo_mưa giá rẻ chưa biết chống thấm không
"Video nhạc rock này đỉnh, nghe bùng nổ!",positive,video nhạc_rock đỉnh nghe bùng_nổ
"Món bánh cuốn này nguội, giao hàng quá chậm!",negative,món bánh_cuốn nguội giao hàng quá chậm
"Khóa học này bạn gợi ý, để xem thử sao.",neutral,khóa học bạn gợi_ý để xem thử sao
"Clip review bàn phím này hay, muốn mua luôn!",positive,clip review bàn_phím hay muốn mua luôn
"Dịch vụ sơn nhà này tệ, sơn lem nhem!",negative,dịch_vụ sơn nhà tệ sơn lem_nhem
"Món bạch tuộc này nhìn ngon, chưa biết vị.",neutral,món bạch_tuộc nhìn ngon chưa biết vị
"Game thể thao này đỉnh, chơi mà phấn khích!",positive,game thể_thao đỉnh chơi mà phấn_khích
"Kem chống nắng này dính, dùng không thích!",negative,kem chống nắng dính dùng không thích
"Video dạy làm hoa giấy này hay, để thử làm.",neutral,video dạy làm hoa_giấy hay để thử làm
"Nhạc jazz này đỉnh, nghe thư giãn ghê!",positive,nhạc jazz đỉnh nghe thư_giãn ghê
"Máy pha cà phê này hỏng nhanh, phí tiền!",negative,máy pha cà_phê hỏng nhanh_phí tiền
"Quán này nghe nói đông, để ghé thử xem.",neutral,quán nghe nói đông để ghé thử xem
"Clip review series này cuốn, muốn xem ngay!",positive,clip review series cuốn muốn xem ngay
"Dịch vụ giao quà này tệ, quà hỏng hết!",negative,dịch_vụ giao_quà tệ quà hỏng hết
"Ví này kiểu đẹp, chưa biết bền không.",neutral,ví kiểu đẹp chưa biết bền không
"Game đua mô tô này hay, chơi cực kỳ cuốn!",positive,game đua mô_tô hay chơi cực_kỳ cuốn
"Món cơm tấm này dở, không đúng chuẩn!",negative,món cơm tấm dở không đúng chuẩn
"Video dạy thêu này bạn khen, để xem thử.",neutral,video dạy thêu bạn khen để xem thử
"Nhạc dance này sôi động, nghe muốn nhảy!",positive,nhạc dance sôi_động nghe muốn nhảy
"Đèn ngủ này sáng yếu, không đáng mua!",negative,đèn ngủ sáng yếu không đáng mua
"Áo dài này giá ổn, chưa biết may đẹp không.",neutral,áo_dài giá ổn chưa biết may đẹp không
"Clip du lịch suối này đẹp, xem muốn đi liền!",positive,clip du_lịch suối đẹp xem muốn đi liền
"Dịch vụ sửa đồ điện này tệ, làm xong hỏng thêm!",negative,dịch_vụ sửa đồ điện tệ làm xong hỏng thêm
"Món nem này nhìn ngon, chưa biết vị sao.",neutral,món nem nhìn ngon chưa biết vị sao
"Video review ghế gaming này hay, muốn mua thử!",positive,video review ghế gaming hay muốn mua thử
"Thắt lưng này lỏng, dùng không chắc chắn!",negative,thắt_lưng lỏng dùng không chắc_chắn
"Chỗ nghỉ dưỡng này nghe nói xịn, để đặt thử.",neutral,chỗ nghỉ_dưỡng nghe nói xịn để đặt thử
"Game phi thuyền này đỉnh, chơi mà phấn khích!",positive,game phi_thuyền đỉnh chơi mà phấn_khích
"Món bánh xèo này nhạt, không ngon chút nào!",negative,món bánh_xèo nhạt không ngon_chút nào
"Video dạy tập gym này bạn recommend, để thử.",neutral,video dạy tập gym bạn recommend để thử
"Nhạc cổ điển này hay, nghe thư thái ghê!",positive,nhạc cổ_điển hay nghe thư_thái ghê
"Máy hút ẩm này yếu, không hiệu quả!",negative,máy hút ẩm yếu không hiệu_quả
"Quán cà phê này nghe nói chill, để ghé xem.",neutral,quán cà_phê nghe nói chill để ghé xem
"Clip review phụ kiện này chi tiết, muốn mua luôn!",positive,clip review phụ_kiện chi_tiết muốn mua luôn
"Dịch vụ giao hàng này tệ, giao trễ liên tục!",negative,dịch_vụ giao hàng tệ giao_trễ liên_tục
"Món bún bò này giá cao, chưa biết ngon không.",neutral,món bún_bò giá cao chưa biết ngon không
"Game chiến đấu này đỉnh, chơi quên cả giờ!",positive,game chiến_đấu đỉnh chơi quên cả giờ
"Mặt nạ này kích ứng, dùng không hợp!",negative,mặt_nạ kích_ứng dùng không hợp
"Video dạy làm đồ gỗ này hay, để thử làm.",neutral,video dạy làm đồ gỗ hay để thử làm
"Nhạc indie này đỉnh, nghe lạ mà cuốn!",positive,nhạc indie đỉnh nghe lạ mà cuốn
"Máy lạnh này ồn, dùng khó chịu!",negative,máy_lạnh ồn_dùng khó_chịu
"Túi đựng này kiểu đẹp, chưa biết bền không.",neutral,túi đựng kiểu đẹp chưa biết bền không
"Clip review anime này cuốn, muốn xem ngay!",positive,clip review anime cuốn muốn xem ngay
"Anh này giải toán giỏi thật, xem mà phục!",positive,anh giải_toán giỏi thật xem mà phục
"Cô ấy hát tệ quá, nghe không nổi luôn!",negative,cô ấy hát_tệ quá nghe không nổi luôn
"Bạn này vẽ khá ổn, nhưng chưa thực sự nổi bật.",neutral,bạn vẽ khá ổn nhưng chưa thực_sự nổi_bật
"Chị ấy nấu ăn hay ghê, món nào cũng ngon!",positive,chị ấy nấu_ăn hay ghê món nào ngon
"Thằng này đá bóng xấu kinh khủng, toàn sút hỏng!",negative,thằng đá bóng xấu kinh_khủng_toàn sút hỏng
"Cậu ấy nhảy múa tốt, nhưng cần thêm cảm xúc.",neutral,cậu ấy nhảy_múa tốt nhưng cần thêm cảm_xúc
"Ông này lập trình đỉnh cao, code mượt như nước!",positive,ông lập_trình đỉnh_cao code_mượt như nước
"Bà này kể chuyện dở ẹc, nghe buồn ngủ!",negative,bà kể chuyện dở_ẹc nghe buồn ngủ
"Anh ấy chụp ảnh khá tốt, nhưng ánh sáng chưa ổn.",neutral,anh ấy chụp ảnh khá tốt nhưng ánh_sáng chưa ổn
"Cô này thiết kế giỏi, đồ họa đẹp mê ly!",positive,cô thiết_kế giỏi đồ_họa đẹp mê_ly
"Hắn chơi game tệ hại, toàn thua từ đầu!",negative,hắn chơi game tệ_hại toàn_thua từ đầu
"Chị ấy may vá hay, nhưng tốc độ hơi chậm.",neutral,chị ấy may_vá hay nhưng tốc_độ hơi chậm
"Anh này thuyết trình đỉnh, nghe cuốn ghê!",positive,anh thuyết_trình đỉnh nghe cuốn ghê
"Cô ấy làm đồ thủ công xấu, nhìn rối mắt!",negative,cô ấy làm đồ thủ_công xấu nhìn rối_mắt
"Bạn này viết lách khá, nhưng cần sáng tạo hơn.",neutral,bạn viết_lách khá nhưng cần sáng_tạo hơn
"Chú ấy sửa xe giỏi thật, nhanh mà chuẩn!",positive,chú ấy sửa xe giỏi thật nhanh mà chuẩn
"Bà này dạy học tệ, giải thích chẳng hiểu gì!",negative,bà dạy_học tệ giải_thích chẳng hiểu gì
"Cậu ấy hát tốt, nhưng chưa đủ cảm xúc.",neutral,cậu ấy hát tốt nhưng chưa đủ cảm_xúc
"Chị này nhảy múa hay, xem mà muốn học theo!",positive,chị nhảy_múa hay xem mà muốn học theo
"Anh này vẽ tranh dở, màu sắc lộn xộn!",negative,anh vẽ tranh_dở màu_sắc lộn_xộn
"Cô ấy nấu ăn khá ổn, nhưng chưa đặc sắc.",neutral,cô ấy nấu_ăn khá ổn nhưng chưa đặc_sắc
"Ông này chơi cờ giỏi, đánh đâu thắng đó!",positive,ông chơi cờ giỏi đánh đâu thắng đó
"Bà ấy làm tóc xấu, cắt xong muốn khóc!",negative,bà ấy làm tóc xấu cắt xong muốn khóc
"Bạn này kể chuyện tốt, nhưng giọng hơi đều.",neutral,bạn kể chuyện tốt nhưng giọng hơi đều
"Anh ấy làm đồ gỗ hay, chi tiết quá đẹp!",positive,anh ấy làm đồ gỗ hay chi_tiết quá đẹp
"Cô này chụp ảnh tệ, toàn mờ với lệch!",negative,cô chụp ảnh tệ toàn mờ lệch
"Chị ấy viết nhạc khá, nhưng giai điệu chưa ấn tượng.",neutral,chị ấy viết nhạc khá nhưng giai_điệu chưa ấn_tượng
"Cậu này đá bóng giỏi, kỹ thuật đỉnh cao!",positive,cậu đá bóng giỏi kỹ_thuật đỉnh_cao
"Ông ấy sửa điện dở, làm xong vẫn hỏng!",negative,ông ấy sửa điện_dở làm xong vẫn hỏng
"Bà này dạy nhảy tốt, nhưng hơi nghiêm khắc.",neutral,bà dạy nhảy tốt nhưng hơi nghiêm_khắc
"Anh này làm phim đỉnh, cảnh quay mãn nhãn!",positive,anh làm phim đỉnh cảnh quay mãn nhãn
"Cô ấy vẽ móng tay xấu, lem nhem hết!",negative,cô ấy vẽ móng tay xấu lem_nhem hết
"Bạn này lập trình khá, nhưng code hơi dài dòng.",neutral,bạn lập_trình khá nhưng code_hơi dài dòng
"Chị này hát hay, giọng cao vút luôn!",positive,chị hát hay giọng cao_vút luôn
"Anh ấy nấu ăn tệ, món nào cũng mặn chát!",negative,anh ấy nấu_ăn tệ món nào mặn_chát
"Cậu này chơi piano tốt, nhưng cần thêm cảm xúc.",neutral,cậu chơi piano tốt nhưng cần thêm cảm_xúc
